task_id,subject,solver,role,condition,replay,absolute_innovations,standardized_innovations
v3_S2__subject_18__0__8__O0,subject_18,O0,fixed,,"{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.011306400310431695, 0.008643690296150197], ""gap_nrmse_training_sd"": [0.0, 0.13604101414300862, 0.35205326579559176], ""nfev"": 18398, ""method"": ""DOP853""}","[0.015357192661785046, 0.0012049761045681297, 0.005476716846827594, 0.0010465504499336186, 0.0014777518166074887, 0.0006700011144651784]","[0.38392981654462616, 0.24099522091362593, 1.8255722822758644, 0.5232752249668093, 0.7388759083037443, 0.3350005572325892]"
v3_S2__subject_18__0__12__O0,subject_18,O0,fixed,,"{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.014711593937834347, 0.009230635062792427], ""gap_nrmse_training_sd"": [0.0, 0.1770130283744311, 0.3759592382284613], ""nfev"": 19226, ""method"": ""DOP853""}","[0.015919433607920756, 0.0010168144901660109, 0.0010305024994334382, 0.00177133089359123, 0.0017746884928977564, 0.0011138542021180136]","[0.39798584019801886, 0.20336289803320218, 0.3435008331444794, 0.885665446795615, 0.8873442464488782, 0.5569271010590068]"
v3_S2__subject_18__0__16__O0,subject_18,O0,fixed,,"{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.010356149821929868, 0.008063986192438916], ""gap_nrmse_training_sd"": [0.0, 0.12460739808517224, 0.32844220201215646], ""nfev"": 18110, ""method"": ""DOP853""}","[0.01300798445653313, 0.0012334454717024767, 0.005509355999185227, 0.0010013881604155894, 0.0015009088744471722, 0.0006408115474459537]","[0.3251996114133282, 0.24668909434049532, 1.836451999728409, 0.5006940802077947, 0.7504544372235861, 0.32040577372297685]"
v3_S2__subject_18__0__20__O0,subject_18,O0,fixed,,"{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.009996280110096983, 0.005277501249419251], ""gap_nrmse_training_sd"": [0.0, 0.12027736914466777, 0.2149500371300761], ""nfev"": 20750, ""method"": ""DOP853""}","[0.01516018281827073, 0.0006504516675722322, 0.0007865233966091528, 0.0011611183765309534, 0.0011842670043438932, 0.0007062915540280381]","[0.3790045704567682, 0.13009033351444643, 0.26217446553638424, 0.5805591882654767, 0.5921335021719466, 0.35314577701401906]"
v3_S2__subject_18__1__1__O0,subject_18,O0,fixed,,"{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.0076019065301197175, 0.0032467219787980944], ""gap_nrmse_training_sd"": [0.0, 0.09542934820834893, 0.12962986440983595], ""nfev"": 18998, ""method"": ""DOP853""}","[0.01245503333186394, 0.0008962888176642664, 0.0009505044949107164, 0.0007621121854917407, 0.0009125517215367439, 0.0004223680998500965]","[0.3113758332965985, 0.17925776353285328, 0.31683483163690546, 0.3810560927458703, 0.45627586076837195, 0.21118404992504825]"
v3_S2__subject_18__1__5__O0,subject_18,O0,fixed,,"{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.00918334470760389, 0.00846321406726851], ""gap_nrmse_training_sd"": [0.0, 0.11528168576487728, 0.33790552414887204], ""nfev"": 16322, ""method"": ""DOP853""}","[0.014951233330175649, 0.001290690343840017, 0.0064961981186963886, 0.0006913495731953994, 0.0014335708070291088, 0.0005948313693962734]","[0.3737808332543912, 0.2581380687680034, 2.165399372898796, 0.3456747865976997, 0.7167854035145543, 0.29741568469813673]"
v3_S2__subject_18__1__9__O0,subject_18,O0,fixed,,"{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.011321299725792405, 0.007877050142783738], ""gap_nrmse_training_sd"": [0.0, 0.14212017069969346, 0.3145021189453791], ""nfev"": 19730, ""method"": ""DOP853""}","[0.012421790156936226, 0.0012092348983415925, 0.00588629942999167, 0.0009215103042273015, 0.0015127285694204857, 0.0007023586978682064]","[0.31054475392340564, 0.2418469796683185, 1.9620998099972233, 0.46075515211365076, 0.7563642847102429, 0.3511793489341032]"
v3_S2__subject_18__1__13__O0,subject_18,O0,fixed,,"{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.007082811982625106, 0.008059098754691253], ""gap_nrmse_training_sd"": [0.0, 0.0889129757523542, 0.3217706615035892], ""nfev"": 19202, ""method"": ""DOP853""}","[0.016725503281502182, 0.0010248743136002261, 0.00262941487039705, 0.0011920884834404136, 0.0014018730888132682, 0.0007024025562371379]","[0.4181375820375545, 0.20497486272004523, 0.8764716234656833, 0.5960442417202068, 0.7009365444066341, 0.35120127811856894]"
v3_S2__subject_18__1__17__O0,subject_18,O0,fixed,,"{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.006072634510225349, 0.005996141713181819], ""gap_nrmse_training_sd"": [0.0, 0.07623187037649685, 0.23940424906651905], ""nfev"": 20474, ""method"": ""DOP853""}","[0.015951507687810815, 0.0008616180347346302, 0.0017986400886225514, 0.0009623369377480519, 0.0011153873438003235, 0.0005711255904281385]","[0.3987876921952704, 0.17232360694692603, 0.5995466962075171, 0.4811684688740259, 0.5576936719001617, 0.28556279521406924]"
v3_S2__subject_18__1__21__O0,subject_18,O0,fixed,,"{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.008039992105775186, 0.004706609752278875], ""gap_nrmse_training_sd"": [0.0, 0.10092878716864648, 0.18791790242655199], ""nfev"": 19934, ""method"": ""DOP853""}","[0.01616231260711294, 0.0007334892279088891, 0.000736130035495775, 0.0009939855847837275, 0.0010774474647649364, 0.0005759460438198951]","[0.4040578151778235, 0.1466978455817778, 0.24537667849859168, 0.4969927923918637, 0.5387237323824682, 0.28797302190994756]"
v3_S2__subject_18__2__2__O0,subject_18,O0,fixed,,"{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.029801628579838507, 0.012177851471852137], ""gap_nrmse_training_sd"": [0.0, 0.36634235180339697, 0.42263236101451024], ""nfev"": 17462, ""method"": ""DOP853""}","[0.017757366740265155, 0.0015411632632186412, 0.013917982872022958, 0.0006859394571038861, 0.00182104289992817, 0.0013017662813644211]","[0.44393416850662887, 0.30823265264372823, 4.639327624007652, 0.342969728551943, 0.910521449964085, 0.6508831406822105]"
v3_S2__subject_18__2__6__O0,subject_18,O0,fixed,,"{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.022626090289954295, 0.011144650765006644], ""gap_nrmse_training_sd"": [0.0, 0.2781356430482289, 0.3867751283043498], ""nfev"": 17486, ""method"": ""DOP853""}","[0.01626681589420439, 0.0014854659158951614, 0.011136396982760146, 0.0006549559501963391, 0.0017669778539434163, 0.0010107015817474526]","[0.4066703973551098, 0.29709318317903227, 3.712132327586715, 0.3274779750981695, 0.8834889269717081, 0.5053507908737264]"
v3_S2__subject_18__2__10__O0,subject_18,O0,fixed,,"{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.01577758811650308, 0.00908910891123373], ""gap_nrmse_training_sd"": [0.0, 0.19394908975865063, 0.3154375439338892], ""nfev"": 18386, ""method"": ""DOP853""}","[0.01288958555260708, 0.0014575655862253609, 0.00851278543679147, 0.0008178879464740297, 0.0017020807925939682, 0.0008911239642988744]","[0.322239638815177, 0.2915131172450722, 2.8375951455971564, 0.4089439732370148, 0.8510403962969841, 0.4455619821494372]"
v3_S2__subject_18__2__14__O0,subject_18,O0,fixed,,"{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.007692620998259125, 0.007453206146208265], ""gap_nrmse_training_sd"": [0.0, 0.09456304914627972, 0.25866353502345496], ""nfev"": 19790, ""method"": ""DOP853""}","[0.014342407330207913, 0.0011282467465208298, 0.0023617730976896265, 0.0011484074956467421, 0.0014217038661568004, 0.0006665136957560786]","[0.35856018325519784, 0.22564934930416597, 0.7872576992298755, 0.574203747823371, 0.7108519330784002, 0.3332568478780393]"
v3_S2__subject_18__2__18__O0,subject_18,O0,fixed,,"{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.009302650151784433, 0.008497504608151797], ""gap_nrmse_training_sd"": [0.0, 0.11435464761528158, 0.2949059153476987], ""nfev"": 19442, ""method"": ""DOP853""}","[0.016282929736488597, 0.001191639143259448, 0.004023478511727663, 0.001210810168849523, 0.0015656638622073946, 0.0006540747813183662]","[0.4070732434122149, 0.2383278286518896, 1.341159503909221, 0.6054050844247615, 0.7828319311036973, 0.3270373906591831]"
v3_S2__subject_18__2__22__O0,subject_18,O0,fixed,,"{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.007086934940340002, 0.007191536167389056], ""gap_nrmse_training_sd"": [0.0, 0.08711753474030753, 0.2495822778566553], ""nfev"": 19574, ""method"": ""DOP853""}","[0.014114251167877455, 0.001300984920993585, 0.00329019158379332, 0.0010893334254558796, 0.0015252111338896052, 0.0005175366026257896]","[0.35285627919693635, 0.260196984198717, 1.0967305279311066, 0.5446667127279398, 0.7626055669448025, 0.2587683013128948]"
v3_assessment__S4_synthetic__synthetic__process__q_low__0__O0__0__baseline,synthetic__process__q_low__0,O0,baseline,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.005022906267303958, 0.0023883771937817672], ""gap_nrmse_training_sd"": [0.0, 0.04739211191181532, 0.07068841636923522], ""nfev"": 18734, ""method"": ""DOP853""}","[0.019186177650433397, 0.0003289624303933445, 0.00029715228852072583, 0.0004327306677707962, 0.0004130823138827302, 0.0003341873337136906]","[0.4796544412608349, 0.0657924860786689, 0.09905076284024195, 0.2163653338853981, 0.2065411569413651, 0.1670936668568453]"
v3_assessment__S4_synthetic__synthetic__process__q_low__0__O0__4__baseline,synthetic__process__q_low__0,O0,baseline,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.006253591083003168, 0.004150106193377427], ""gap_nrmse_training_sd"": [0.0, 0.059003866025852274, 0.12283002673857005], ""nfev"": 18698, ""method"": ""DOP853""}","[0.020525392975552188, 0.0004630985814086628, 0.000509193759558038, 0.0005447981814343401, 0.0004978118806719487, 0.0004121554479476019]","[0.5131348243888046, 0.09261971628173256, 0.16973125318601268, 0.27239909071717006, 0.24890594033597435, 0.20607772397380095]"
v3_assessment__S4_synthetic__synthetic__process__q_low__0__O0__8__baseline,synthetic__process__q_low__0,O0,baseline,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.008849849694515856, 0.0015683960327883232], ""gap_nrmse_training_sd"": [0.0, 0.08350007840189297, 0.04641956558882129], ""nfev"": 18218, ""method"": ""DOP853""}","[0.01866735094533355, 0.0008579495736660017, 0.0034753186276333167, 0.00036348332898727026, 0.0004462460619535096, 0.0007836807522198458]","[0.46668377363333874, 0.17158991473320034, 1.158439542544439, 0.18174166449363513, 0.22312303097675482, 0.3918403761099229]"
v3_assessment__S4_synthetic__synthetic__process__q_low__0__O0__12__baseline,synthetic__process__q_low__0,O0,baseline,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.010948494195585773, 0.00322497472665312], ""gap_nrmse_training_sd"": [0.0, 0.10330120344084495, 0.09544905924049214], ""nfev"": 18254, ""method"": ""DOP853""}","[0.015832982898929013, 0.0006354613600563459, 0.0019052795141788115, 0.0009387783011678678, 0.0005286650914010351, 0.001018320677920308]","[0.39582457247322533, 0.1270922720112692, 0.6350931713929372, 0.4693891505839339, 0.2643325457005175, 0.509160338960154]"
v3_assessment__S4_synthetic__synthetic__process__q_low__0__O0__16__baseline,synthetic__process__q_low__0,O0,baseline,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.004809577741758578, 0.0017951006033407617], ""gap_nrmse_training_sd"": [0.0, 0.045379315172517254, 0.0531293043678308], ""nfev"": 18794, ""method"": ""DOP853""}","[0.017478989543894607, 0.00033740053550535806, 0.00022437935901309074, 0.0003097865986975639, 0.0002576225545738197, 0.0002828251417010834]","[0.4369747385973652, 0.0674801071010716, 0.07479311967103025, 0.15489329934878196, 0.12881127728690983, 0.14141257085054168]"
v3_assessment__S4_synthetic__synthetic__process__q_low__0__O0__20__baseline,synthetic__process__q_low__0,O0,baseline,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.024375557664410234, 0.008718503443446185], ""gap_nrmse_training_sd"": [0.0, 0.22998819712490776, 0.2580401467287029], ""nfev"": 18458, ""method"": ""DOP853""}","[0.018875820389864063, 0.002425304030384176, 0.005209190299623904, 0.0003420072312853336, 0.0010213760153352858, 0.0005151773652084248]","[0.47189550974660155, 0.4850608060768352, 1.7363967665413012, 0.1710036156426668, 0.5106880076676429, 0.2575886826042124]"
v3_assessment__S4_synthetic__synthetic__process__q_low__0__O2__0__baseline,synthetic__process__q_low__0,O2,baseline,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.004687158386549837, 0.0016315107508984232], ""gap_nrmse_training_sd"": [0.0, 0.04422426439643757, 0.04828756176815565], ""nfev"": 19478, ""method"": ""DOP853""}","[0.01864954943275883, 0.000381064139565256, 0.00016435455580917843, 0.00020156482635596068, 0.0003321380793774132, 0.0001780773505001999]","[0.46623873581897074, 0.0762128279130512, 0.05478485193639281, 0.10078241317798034, 0.16606903968870662, 0.08903867525009994]"
v3_assessment__S4_synthetic__synthetic__process__q_low__0__O2__4__baseline,synthetic__process__q_low__0,O2,baseline,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.009633919629774206, 0.001842242929488668], ""gap_nrmse_training_sd"": [0.0, 0.09089793297870123, 0.05452456822650168], ""nfev"": 17438, ""method"": ""DOP853""}","[0.02091781893220323, 0.00028579604475891614, 0.00012035538565088259, 0.0001703157182925455, 0.00029638500859837134, 0.00016872550292924317]","[0.5229454733050807, 0.057159208951783225, 0.040118461883627526, 0.08515785914627275, 0.14819250429918568, 0.08436275146462158]"
v3_assessment__S4_synthetic__synthetic__process__q_low__0__O2__8__baseline,synthetic__process__q_low__0,O2,baseline,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.007087530956815731, 0.0022100456328895445], ""gap_nrmse_training_sd"": [0.0, 0.06687225331484375, 0.06541036579123388], ""nfev"": 17846, ""method"": ""DOP853""}","[0.019638247473583875, 0.0002900336985049617, 0.00014599346722968026, 0.0001689515242830616, 0.00030853188652500945, 0.00015890269474706624]","[0.49095618683959685, 0.058006739700992335, 0.04866448907656008, 0.0844757621415308, 0.15426594326250473, 0.07945134737353311]"
v3_assessment__S4_synthetic__synthetic__process__q_low__0__O2__12__baseline,synthetic__process__q_low__0,O2,baseline,"{""id"": ""q_low"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 0.5}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.005508744916359346, 0.0015949521173938368], ""gap_nrmse_training_sd"": [0.0, 0.05197609544680506, 0.04720554176152072], ""nfev"": 18830, ""method"": ""DOP853""}","[0.01617672354065642, 0.00037522089775367094, 0.0001346712791013237, 0.00014732100109068145, 0.00029551963678905004, 0.00017944601683903404]","[0.4044180885164105, 0.07504417955073418, 0.0448904263671079, 0.07366050054534072, 0.147759818394525, 0.08972300841951701]"
